GROUP,INFORMANT,TREATMENT,CONTEXT,LEARN.RATE,TIMEPOINT,TRIAL,ORIENT,MOVE,SOCIAL,TOTAL,PROPORTION,PERCENT,APPROACHES,APPROACH.AVG,APPROACH.DIFF,DISPLACEMENTS,DISPLACE.AVG,DISPLACE.DIFF,AGGEFF.TRIAL,AGGEFF.TOTAL,AGGEFF.CUMUL,APPROACHED,DISPLACED,LINECROSS,LINECROSS.NORM,LINECROSS.NORM.LAST.4.AVG,LINECROSS.NORM.AVG
male12,male,individual,alone,late,twentytwo,15,1,1,NA,1,1,100,20,,,0,,,0,0,,,,17,17,,
male12,male,individual,alone,late,twentytwo,16,0,0,NA,0,0,0,27,,,0,,,0,0,,,,24,24,,
male12,male,individual,alone,late,twentytwo,17,0,1,NA,1,1,100,22,,,0,,,0,0,,,,21,21,,
male12,male,individual,alone,late,twentytwo,18,0,0,NA,0,0,0,18,,,0,,,0,0,,,,16,16,,
male12,male,individual,alone,late,twentytwo,19,1,1,NA,1,1,100,21,,,0,,,0,0,,,,20,20,,
male12,male,individual,alone,late,twentytwo,20,0,0,NA,0,0,0,17,,,0,,,0,0,,,,18,18,,
male12,male,individual,alone,late,twentytwo,21,1,1,NA,1,1,100,18,,,0,,,0,0,,,,23,23,,
male12,male,individual,alone,late,twentytwo,22,1,1,NA,1,1,100,20,,,0,,,0,0,,,,28,28,,
male13,male,individual,alone,not,twentytwo,1,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male13,male,individual,alone,not,twentytwo,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,8,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
male13,male,individual,alone,not,twentytwo,9,1,0,NA,0,0,0,0,,,0,,,0,0,,,,4,4,,
male13,male,individual,alone,not,twentytwo,10,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,11,0,0,NA,0,0,0,3,,,0,,,0,0,,,,3,3,,
male13,male,individual,alone,not,twentytwo,12,0,0,NA,0,0,0,8,,,0,,,0,0,,,,5,5,,
male13,male,individual,alone,not,twentytwo,13,0,0,NA,0,0,0,10,,,0,,,0,0,,,,10,10,,
male13,male,individual,alone,not,twentytwo,14,1,1,NA,1,1,100,7,,,0,,,0,0,,,,5,5,,
male13,male,individual,alone,not,twentytwo,15,0,0,NA,0,0,0,5,,,0,,,0,0,,,,8,8,,
male13,male,individual,alone,not,twentytwo,16,0,0,NA,0,0,0,4,,,0,,,0,0,,,,0,0,,
male13,male,individual,alone,not,twentytwo,17,0,0,NA,0,0,0,6,,,0,,,0,0,,,,13,13,,
male13,male,individual,alone,not,twentytwo,18,1,1,NA,1,1,100,5,,,0,,,0,0,,,,7,7,,
male13,male,individual,alone,not,twentytwo,19,1,0,NA,0,0,0,2,,,0,,,0,0,,,,4,4,,
male13,male,individual,alone,not,twentytwo,20,0,0,NA,0,0,0,0,,,0,,,0,0,,,,9,9,,
male13,male,individual,alone,not,twentytwo,21,0,0,NA,0,0,0,3,,,0,,,0,0,,,,9,9,,
male13,male,individual,alone,not,twentytwo,22,0,0,NA,0,0,0,5,,,0,,,0,0,,,,10,10,8,
male14,male,individual,alone,not,twentytwo,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,8,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,9,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,11,0,0,NA,0,0,0,2,,,0,,,0,0,,,,2,2,,
male14,male,individual,alone,not,twentytwo,12,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male14,male,individual,alone,not,twentytwo,13,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male14,male,individual,alone,not,twentytwo,14,1,0,NA,0,0,0,4,,,0,,,0,0,,,,4,4,,
male14,male,individual,alone,not,twentytwo,15,0,0,NA,0,0,0,6,,,0,,,0,0,,,,6,6,,
male14,male,individual,alone,not,twentytwo,16,1,0,NA,0,0,0,9,,,0,,,0,0,,,,11,11,,
male14,male,individual,alone,not,twentytwo,17,1,0,NA,0,0,0,5,,,0,,,0,0,,,,8,8,,
male14,male,individual,alone,not,twentytwo,18,1,1,NA,1,1,100,7,,,0,,,0,0,,,,9,9,,
male14,male,individual,alone,not,twentytwo,19,0,0,NA,0,0,0,8,,,0,,,0,0,,,,9,9,,
male14,male,individual,alone,not,twentytwo,20,0,0,NA,0,0,0,10,,,0,,,0,0,,,,12,12,,
male14,male,individual,alone,not,twentytwo,21,0,0,NA,0,0,0,4,,,0,,,0,0,,,,4,4,,
male14,male,individual,alone,not,twentytwo,22,0,0,NA,0,0,0,5,,,0,,,0,0,,,,5,5,7.5,
female1,female,individual,alone,not,six,1,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female1,female,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female1,female,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female1,female,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female1,female,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female1,female,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0.75,
female2,female,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female2,female,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female2,female,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female2,female,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female2,female,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female2,female,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0.25,
female3,female,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female3,female,individual,alone,not,six,2,1,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female3,female,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female3,female,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female3,female,individual,alone,not,six,5,1,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female3,female,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,1,
female4,female,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female4,female,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female4,female,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female4,female,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female4,female,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female4,female,individual,alone,not,six,6,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0.25,
female5,female,individual,alone,early,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female5,female,individual,alone,early,six,2,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female5,female,individual,alone,early,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female5,female,individual,alone,early,six,4,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female5,female,individual,alone,early,six,5,1,1,NA,1,1,100,0,,,0,,,0,0,,,,0,0,0,
female5,female,individual,alone,early,six,6,1,1,NA,1,1,100,1,,,0,,,0,0,,,,0,0,,
female6,female,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female6,female,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female6,female,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female6,female,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female6,female,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female6,female,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0,
female7,female,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,5,1,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female7,female,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,7,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,8,1,1,NA,1,1,100,0,,,0,,,0,0,,,,1,1,,
female7,female,individual,alone,not,fourteen,9,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female7,female,individual,alone,not,fourteen,12,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female7,female,individual,alone,not,fourteen,13,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,,
female7,female,individual,alone,not,fourteen,14,1,1,NA,1,1,100,1,,,0,,,0,0,,,,2,2,1.25,
female8,female,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female8,female,individual,alone,not,fourteen,7,1,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female8,female,individual,alone,not,fourteen,8,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female8,female,individual,alone,not,fourteen,9,1,1,NA,1,1,100,0,,,0,,,0,0,,,,1,1,,
female8,female,individual,alone,not,fourteen,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,11,0,0,NA,0,0,0,2,,,0,,,0,0,,,,4,4,,
female8,female,individual,alone,not,fourteen,12,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female8,female,individual,alone,not,fourteen,13,0,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
female8,female,individual,alone,not,fourteen,14,0,0,NA,0,0,0,1,,,0,,,0,0,,,,4,4,2.75,
female9,female,individual,alone,early,fourteen,1,1,1,NA,1,1,100,0,,,0,,,0,0,,,,0,0,,
female9,female,individual,alone,early,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female9,female,individual,alone,early,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female9,female,individual,alone,early,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female9,female,individual,alone,early,fourteen,5,1,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female9,female,individual,alone,early,fourteen,6,1,1,NA,1,1,100,0,,,0,,,0,0,,,,0,0,,
female9,female,individual,alone,early,fourteen,7,0,0,NA,0,0,0,4,,,0,,,0,0,,,,4,4,,
female9,female,individual,alone,early,fourteen,8,1,0,NA,0,0,0,2,,,0,,,0,0,,,,7,7,,
female9,female,individual,alone,early,fourteen,9,1,1,NA,1,1,100,5,,,0,,,0,0,,,,10,10,5.25,
female9,female,individual,alone,early,fourteen,10,1,1,NA,1,1,100,4,,,0,,,0,0,,,,9,9,,
female9,female,individual,alone,early,fourteen,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,14,14,,
female9,female,individual,alone,early,fourteen,12,1,1,NA,1,1,100,0,,,0,,,0,0,,,,13,13,,
female9,female,individual,alone,early,fourteen,13,1,1,NA,1,1,100,2,,,0,,,0,0,,,,18,18,,
female9,female,individual,alone,early,fourteen,14,1,1,NA,1,1,100,1,,,0,,,0,0,,,,11,11,,
female10,female,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,2,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,6,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,8,1,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female10,female,individual,alone,not,fourteen,9,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,10,1,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female10,female,individual,alone,not,fourteen,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female10,female,individual,alone,not,fourteen,12,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female10,female,individual,alone,not,fourteen,13,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female10,female,individual,alone,not,fourteen,14,0,0,NA,0,0,0,0,,,0,,,0,0,,,,4,4,1.5,
female11,female,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,4,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,7,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,8,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female11,female,individual,alone,not,fourteen,9,1,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female11,female,individual,alone,not,fourteen,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
female11,female,individual,alone,not,fourteen,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female11,female,individual,alone,not,fourteen,12,0,0,NA,0,0,0,0,,,0,,,0,0,,,,5,5,,
female11,female,individual,alone,not,fourteen,13,0,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
female11,female,individual,alone,not,fourteen,14,1,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,2.75,
female12,female,individual,alone,not,fourteen,1,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,4,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female12,female,individual,alone,not,fourteen,7,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,,
female12,female,individual,alone,not,fourteen,8,1,1,NA,1,1,100,0,,,0,,,0,0,,,,1,1,,
female12,female,individual,alone,not,fourteen,9,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female12,female,individual,alone,not,fourteen,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female12,female,individual,alone,not,fourteen,12,1,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female12,female,individual,alone,not,fourteen,13,1,1,NA,1,1,100,1,,,0,,,0,0,,,,1,1,,
female12,female,individual,alone,not,fourteen,14,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0.75,
female13,female,individual,alone,not,twentytwo,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female13,female,individual,alone,not,twentytwo,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female13,female,individual,alone,not,twentytwo,3,1,1,NA,1,1,100,0,,,0,,,0,0,,,,2,2,,
female13,female,individual,alone,not,twentytwo,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female13,female,individual,alone,not,twentytwo,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female13,female,individual,alone,not,twentytwo,6,1,1,NA,1,1,100,0,,,0,,,0,0,,,,1,1,,
female13,female,individual,alone,not,twentytwo,7,1,0,NA,0,0,0,10,,,0,,,0,0,,,,6,6,,
female13,female,individual,alone,not,twentytwo,8,1,1,NA,1,1,100,0,,,0,,,0,0,,,,4,4,,
female13,female,individual,alone,not,twentytwo,9,1,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
female13,female,individual,alone,not,twentytwo,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,7,7,,
female13,female,individual,alone,not,twentytwo,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,5,5,,
female13,female,individual,alone,not,twentytwo,12,1,1,NA,1,1,100,1,,,0,,,0,0,,,,3,3,,
female13,female,individual,alone,not,twentytwo,13,0,0,NA,0,0,0,1,,,0,,,0,0,,,,8,8,,
female13,female,individual,alone,not,twentytwo,14,1,1,NA,1,1,100,1,,,0,,,0,0,,,,14,14,,
female13,female,individual,alone,not,twentytwo,15,0,0,NA,0,0,0,0,,,0,,,0,0,,,,13,13,,
female13,female,individual,alone,not,twentytwo,16,0,0,NA,0,0,0,0,,,0,,,0,0,,,,19,19,,
female13,female,individual,alone,not,twentytwo,17,0,0,NA,0,0,0,0,,,0,,,0,0,,,,23,23,,
female13,female,individual,alone,not,twentytwo,18,0,0,NA,0,0,0,0,,,0,,,0,0,,,,18,18,,
female13,female,individual,alone,not,twentytwo,19,0,0,NA,0,0,0,1,,,0,,,0,0,,,,9,9,,
female13,female,individual,alone,not,twentytwo,20,0,0,NA,0,0,0,0,,,0,,,0,0,,,,14,14,,
female13,female,individual,alone,not,twentytwo,21,0,0,NA,0,0,0,0,,,0,,,0,0,,,,14,14,,
female13,female,individual,alone,not,twentytwo,22,0,0,NA,0,0,0,0,,,0,,,0,0,,,,9,9,11.5,
female14,female,individual,alone,late,twentytwo,1,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female14,female,individual,alone,late,twentytwo,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female14,female,individual,alone,late,twentytwo,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
female14,female,individual,alone,late,twentytwo,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female14,female,individual,alone,late,twentytwo,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female14,female,individual,alone,late,twentytwo,6,1,1,NA,1,1,100,0,,,0,,,0,0,,,,1,1,,
female14,female,individual,alone,late,twentytwo,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female14,female,individual,alone,late,twentytwo,8,0,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
female14,female,individual,alone,late,twentytwo,9,1,1,NA,1,1,100,1,,,0,,,0,0,,,,4,4,,
female14,female,individual,alone,late,twentytwo,10,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female14,female,individual,alone,late,twentytwo,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,5,5,,
female14,female,individual,alone,late,twentytwo,12,1,1,NA,1,1,100,0,,,0,,,0,0,,,,3,3,,
female14,female,individual,alone,late,twentytwo,13,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
female14,female,individual,alone,late,twentytwo,14,1,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
female14,female,individual,alone,late,twentytwo,15,1,1,NA,1,1,100,0,,,0,,,0,0,,,,5,5,,
female14,female,individual,alone,late,twentytwo,16,1,0,NA,0,0,0,0,,,0,,,0,0,,,,6,6,,
female14,female,individual,alone,late,twentytwo,17,0,0,NA,0,0,0,0,,,0,,,0,0,,,,11,11,,
female14,female,individual,alone,late,twentytwo,18,1,0,NA,0,0,0,1,,,0,,,0,0,,,,7,7,,
female14,female,individual,alone,late,twentytwo,19,0,0,NA,0,0,0,0,,,0,,,0,0,,,,5,5,,
female14,female,individual,alone,late,twentytwo,20,0,0,NA,0,0,0,0,,,0,,,0,0,,,,8,8,,
female14,female,individual,alone,late,twentytwo,21,1,1,NA,1,1,100,0,,,0,,,0,0,,,,13,13,8.25,
female14,female,individual,alone,late,twentytwo,22,1,1,NA,1,1,100,0,,,0,,,0,0,,,,7,7,,
